       Epoch  Generator Loss  Discriminator Loss
7017    7017        0.099762            0.155996
7018    7018       -0.342004            0.052427
7019    7019        0.056081            0.091093
7020    7020       -0.007340           -0.037435
7021    7021        0.160462            0.061054
7022    7022       -0.072749           -0.007763
7023    7023        0.224812            0.002607
7024    7024        0.196050            0.127442
7025    7025        0.115355            0.047456
7026    7026        0.318818            0.005044
7027    7027        0.005163           -0.071164
7028    7028       -0.036703            0.110917
7029    7029        0.007551           -0.004757
7030    7030        0.138563            0.039341
7031    7031        0.099865            0.115761
7032    7032        0.084744           -0.210061
7033    7033       -0.115207           -0.107305
7034    7034       -0.099142           -0.091881
7035    7035       -0.028275            0.328805
7036    7036       -0.072353           -0.114770
7037    7037       -0.033538           -0.001383
7038    7038       -0.167982            0.109333
7039    7039        0.011859           -0.114360
7040    7040       -0.042651           -0.162401
7041    7041       -0.196238            0.226942
7042    7042       -0.224725           -0.012601
7043    7043       -0.030066           -0.244741
7044    7044       -0.078277            0.004048
7045    7045       -0.163950           -0.278090
7046    7046        0.107478           -0.088728
7047    7047        0.185168            0.064200
7048    7048       -0.038655           -0.280146
7049    7049       -0.239982           -0.256085
7050    7050        0.063809           -0.444239
7051    7051       -0.445016           -0.047415
7052    7052       -0.080221            0.000124
7053    7053       -0.053480            0.057426
7054    7054       -0.177352           -0.028870
7055    7055       -0.012777           -0.241600
7056    7056       -0.150798           -0.065692
7057    7057       -0.292045           -0.066927
7058    7058       -0.155690            0.153220
7059    7059       -0.263786            0.012113
7060    7060       -0.194271           -0.211701
7061    7061        0.294173           -0.191750
7062    7062        0.133183           -0.078338
7063    7063       -0.161547            0.032501
7064    7064       -0.397361            0.098793
7065    7065       -0.314592           -0.049270
7066    7066       -0.000144            0.116521
7067    7067       -0.146883           -0.082975
7068    7068       -0.075071           -0.255634
7069    7069       -0.504214            0.233267
7070    7070       -0.465151           -0.129563
7071    7071        0.044592           -0.228428
7072    7072        0.040559            0.010026
7073    7073       -0.203523            0.255922
7074    7074       -0.144148            0.108701
7075    7075        0.022078            0.015092
7076    7076       -0.031316            0.006191
7077    7077        0.104095           -0.049502
7078    7078       -0.198217            0.020302
7079    7079       -0.069096           -0.093912
7080    7080       -0.165475           -0.191090
7081    7081       -0.103927           -0.156572
7082    7082       -0.424225           -0.236636
7083    7083        0.035942            0.010434
7084    7084        0.293063           -0.021777
7085    7085        0.221757           -0.139615
7086    7086        0.169431            0.154001
7087    7087       -0.105089           -0.347414
7088    7088       -0.048540           -0.240073
7089    7089        0.044900           -0.210646
7090    7090       -0.273247            0.234648
7091    7091       -0.294931           -0.139582
7092    7092       -0.182957            0.108715
7093    7093        0.288835            0.045909
7094    7094       -0.165533           -0.358812
7095    7095       -0.096402           -0.242395
7096    7096       -0.150962            0.004058
7097    7097        0.172456           -0.222310
7098    7098        0.024497           -0.200781
7099    7099        0.362940            0.178562
7100    7100       -0.014346            0.103305
7101    7101       -0.241049            0.270846
7102    7102       -0.102094           -0.233059
7103    7103        0.051814           -0.272990
7104    7104        0.219003           -0.107965
7105    7105       -0.108554           -0.123565
7106    7106       -0.203359            0.072902
7107    7107       -0.184131           -0.278937
7108    7108       -0.556587           -0.225294
7109    7109       -0.050528            0.040641
7110    7110       -0.008390           -0.201960
7111    7111        0.023477            0.449113
7112    7112       -0.032847            0.346135
7113    7113        0.069930            0.131305
7114    7114        0.000656            0.097629
7115    7115        0.058697            0.366744
7116    7116       -0.090459           -0.080046
7117    7117        0.070483            0.169621
7118    7118        0.167327           -0.082495
7119    7119        0.098226           -0.282908
7120    7120        0.010520           -0.125078
7121    7121       -0.204593            0.126158
7122    7122       -0.412316            0.039678
7123    7123       -0.096955            0.044940
7124    7124       -0.210434            0.200534
7125    7125        0.009202            0.239587
7126    7126       -0.090244            0.036996
7127    7127        0.031955           -0.064517
7128    7128       -0.210766           -0.054492
7129    7129        0.070423           -0.132234
7130    7130       -0.050733           -0.240289
7131    7131       -0.149239            0.161106
7132    7132       -0.011306            0.038988
7133    7133        0.123495            0.261729
7134    7134       -0.013927           -0.009885
7135    7135        0.034249           -0.071901
7136    7136        0.114215           -0.085810
7137    7137       -0.098594           -0.108836
7138    7138       -0.172251           -0.113980
7139    7139        0.168130           -0.132143
7140    7140        0.008009            0.131563
7141    7141        0.047706           -0.097947
7142    7142        0.042577            0.180656
7143    7143       -0.131133            0.140049
7144    7144       -0.310949           -0.040786
7145    7145       -0.086611            0.062545
7146    7146        0.157278            0.108061
7147    7147        0.193561           -0.139139
7148    7148       -0.069470           -0.123542
7149    7149       -0.406284           -0.045571
7150    7150       -0.336648           -0.089218
7151    7151        0.013466            0.041133
7152    7152        0.066454            0.264825
7153    7153        0.227095           -0.136046
7154    7154        0.268688            0.046394
7155    7155       -0.165110            0.012521
7156    7156       -0.434530           -0.096344
7157    7157       -0.091782            0.018540
7158    7158       -0.068468           -0.188939
7159    7159        0.147578            0.168198
7160    7160        0.206324           -0.027479
7161    7161        0.030962            0.004440
7162    7162        0.124353           -0.010690
7163    7163       -0.233348            0.069019
7164    7164       -0.161809           -0.022344
7165    7165       -0.021203            0.023111
7166    7166       -0.018180            0.015748
7167    7167       -0.216962           -0.196788
7168    7168       -0.172709           -0.223045
7169    7169        0.189111           -0.163661
7170    7170        0.189756           -0.059315
7171    7171        0.175314           -0.278425
7172    7172       -0.106367           -0.265440
7173    7173       -0.114586           -0.309675
7174    7174       -0.067984           -0.096418
7175    7175        0.208515           -0.004965
7176    7176        0.051064           -0.139734
7177    7177       -0.015474           -0.051655
7178    7178       -0.234334           -0.158151
7179    7179       -0.191049           -0.114833
7180    7180       -0.292994            0.037102
7181    7181       -0.214449           -0.299657
7182    7182       -0.119183           -0.141026
7183    7183       -0.312668           -0.157274
7184    7184        0.080084           -0.044528
7185    7185        0.070341            0.032479
7186    7186        0.015512           -0.286381
7187    7187        0.146917            0.071643
7188    7188        0.178909           -0.013438
7189    7189       -0.280508           -0.036788
7190    7190       -0.368655           -0.068647
7191    7191       -0.291412           -0.203558
7192    7192       -0.208260           -0.316661
7193    7193        0.085967           -0.131275
7194    7194       -0.020418           -0.163145
7195    7195        0.176883           -0.096311
7196    7196        0.152312           -0.124709
7197    7197       -0.251020           -0.170027
7198    7198       -0.152016           -0.105266
7199    7199        0.091437           -0.144350
7200    7200        0.181338           -0.131644
7201    7201        0.554015           -0.232669
7202    7202        0.317189           -0.158418
7203    7203       -0.108240            0.179356
7204    7204       -0.501171           -0.121480
7205    7205       -0.862447           -0.067264
7206    7206       -0.573926           -0.054989
7207    7207       -0.182358           -0.081325
7208    7208        0.144595            0.057392
7209    7209        0.270917           -0.017251
7210    7210        0.220437            0.061394
7211    7211       -0.226458           -0.126040
7212    7212       -0.370356            0.007160
7213    7213       -0.547795            0.041258
7214    7214       -0.288284           -0.005114
7215    7215       -0.002779           -0.096681
7216    7216        0.043740            0.057369
7217    7217        0.375566           -0.012436
7218    7218       -0.064435           -0.004649
7219    7219       -0.389286            0.289754
7220    7220       -0.372530           -0.016161
7221    7221       -0.274105           -0.111937
7222    7222       -0.177302           -0.142348
7223    7223       -0.064181           -0.384980
7224    7224       -0.034940           -0.175772
7225    7225       -0.269217           -0.047934
7226    7226       -0.443430           -0.127398
7227    7227       -0.279967           -0.224702
7228    7228       -0.142515            0.027489
7229    7229       -0.246792           -0.009041
7230    7230        0.107296            0.165610
7231    7231       -0.427376           -0.277853
7232    7232       -0.404455           -0.118155
7233    7233       -0.283309           -0.050387
7234    7234       -0.261730            0.142080
7235    7235       -0.258830           -0.182090
7236    7236       -0.052388           -0.034106
7237    7237       -0.329952           -0.172448
7238    7238       -0.669100            0.128295
7239    7239       -0.659033            0.143791
7240    7240       -0.368566            0.088977
7241    7241       -0.021328           -0.062479
7242    7242        0.125762            0.187110
7243    7243       -0.095675           -0.145697
7244    7244       -0.116505           -0.040972
7245    7245       -0.224814           -0.200907
7246    7246       -0.133288           -0.027528
7247    7247        0.085571            0.084002
7248    7248       -0.134337           -0.417443
7249    7249       -0.108334            0.056930
7250    7250       -0.462483            0.070292
7251    7251       -0.298098            0.367428
7252    7252       -0.206425           -0.007828
7253    7253        0.033492            0.155418
7254    7254        0.136314           -0.222663
7255    7255        0.198370           -0.175196
7256    7256        0.156060           -0.156760
7257    7257       -0.012258           -0.216767
7258    7258       -0.325359           -0.063612
7259    7259       -0.363271            0.050070
7260    7260       -0.125647            0.185214
7261    7261        0.154648           -0.113277
7262    7262       -0.126756            0.014151
7263    7263       -0.271164           -0.051948
7264    7264       -0.231706           -0.124121
7265    7265       -0.300006           -0.149638
7266    7266       -0.529508           -0.219776
7267    7267       -0.038445            0.060353
7268    7268        0.195936           -0.050437
7269    7269        0.141287            0.047430
7270    7270       -0.160405           -0.101614
7271    7271       -0.115475           -0.271504
7272    7272       -0.071356           -0.029133
7273    7273       -0.128272           -0.285704
7274    7274        0.110308           -0.174700
7275    7275       -0.084907            0.227796
7276    7276       -0.302163            0.104985
7277    7277       -0.403631            0.127672
7278    7278       -0.178244            0.203704
7279    7279       -0.148042            0.029170
7280    7280       -0.085462           -0.147208
7281    7281        0.010231            0.244895
7282    7282       -0.044330           -0.093660
7283    7283        0.168901            0.008430
7284    7284        0.048166           -0.129992
7285    7285        0.010405            0.159848
7286    7286       -0.087776            0.075074
7287    7287       -0.119698           -0.101344
7288    7288       -0.015172           -0.378244
7289    7289       -0.175170           -0.262348
7290    7290       -0.127055            0.049840
7291    7291        0.077664           -0.089045
7292    7292        0.212184           -0.083226
7293    7293        0.339970           -0.064718
7294    7294        0.009674           -0.014653
7295    7295       -0.305332            0.073499
7296    7296       -0.483334           -0.079967
7297    7297       -0.435807            0.050887
7298    7298       -0.027270           -0.052162
7299    7299        0.376272            0.245233
7300    7300       -0.095623            0.053574
7301    7301       -0.185890            0.086729
7302    7302       -0.200707           -0.034819
7303    7303       -0.329369            0.021545
7304    7304       -0.137300            0.024531
7305    7305        0.008409            0.124446
7306    7306        0.012242           -0.283915
7307    7307       -0.063249           -0.045179
7308    7308       -0.237294           -0.258364
7309    7309       -0.143913            0.073644
7310    7310       -0.433059           -0.080222
7311    7311       -0.190639           -0.148554
7312    7312       -0.200409            0.081818
7313    7313        0.005801            0.145181
7314    7314       -0.100635           -0.007995
7315    7315       -0.173233           -0.363536
7316    7316        0.030156            0.162395
7317    7317        0.037983           -0.135110
7318    7318       -0.134200            0.054903
7319    7319       -0.099650           -0.153890
7320    7320       -0.286718           -0.302018
7321    7321       -0.073490            0.202736
7322    7322        0.170415           -0.058077
7323    7323        0.168447            0.081127
7324    7324       -0.009168            0.042675
7325    7325        0.028016            0.093781
7326    7326       -0.263869           -0.111151
7327    7327       -0.365864            0.023014
7328    7328       -0.367996           -0.220606
7329    7329       -0.376344           -0.095912
7330    7330       -0.313228           -0.387992
7331    7331       -0.286215            0.177802
7332    7332       -0.422805            0.097271
7333    7333       -0.555846            0.154750
7334    7334       -0.480564            0.359287
7335    7335       -0.219427           -0.117442
7336    7336        0.284702            0.231538
7337    7337        0.557530            0.269844
7338    7338        0.406603            0.053777
7339    7339        0.104494            0.220957
7340    7340       -0.171512            0.076122
7341    7341       -0.573174            0.108053
7342    7342       -0.159274            0.104940
7343    7343        0.220577           -0.035926
7344    7344        0.158462           -0.000914
7345    7345        0.141495            0.065965
7346    7346        0.096858           -0.089315
7347    7347        0.038789            0.056237
7348    7348       -0.298694           -0.010146
7349    7349       -0.450063           -0.066556
7350    7350       -0.214587           -0.031357
7351    7351        0.147797            0.173202
7352    7352        0.190288            0.117611
7353    7353        0.152306           -0.033352
7354    7354       -0.257960            0.008138
7355    7355       -0.508450           -0.172057
7356    7356       -0.294223            0.021728
7357    7357       -0.481961            0.131735
7358    7358        0.099139            0.138683
7359    7359        0.202178           -0.137163
7360    7360        0.178188            0.044122
7361    7361       -0.147983            0.070043
7362    7362       -0.196665           -0.093684
7363    7363       -0.145528           -0.038565
7364    7364       -0.133006            0.245362
7365    7365        0.247605           -0.085143
7366    7366        0.080129            0.000614
7367    7367        0.020086           -0.084007
7368    7368        0.101777            0.215840
7369    7369       -0.278065           -0.083331
7370    7370       -0.553254            0.294522
7371    7371       -0.283873           -0.140276
7372    7372       -0.100042           -0.172540
7373    7373        0.101656           -0.162148
7374    7374       -0.368441           -0.095234
7375    7375       -0.219573            0.009680
7376    7376       -0.286149           -0.253798
7377    7377       -0.273383           -0.035954
7378    7378       -0.132319            0.173739
7379    7379        0.143223           -0.088295
7380    7380        0.262366           -0.109684
7381    7381        0.329441           -0.201654
7382    7382       -0.127345           -0.256093
7383    7383       -0.054002           -0.173111
7384    7384       -0.310203           -0.023836
7385    7385       -0.742649            0.192835
7386    7386       -0.655571            0.166907
7387    7387       -0.431348           -0.166341
7388    7388       -0.119363           -0.078991
7389    7389       -0.197302           -0.130055
7390    7390       -0.169446            0.112062
7391    7391       -0.097388           -0.092717
7392    7392        0.063644           -0.335078
7393    7393       -0.119602            0.068438
7394    7394        0.048112           -0.104487
7395    7395       -0.233876            0.020539
7396    7396       -0.022611            0.116066
7397    7397       -0.023574            0.148180
7398    7398       -0.039619            0.015178
7399    7399        0.012656           -0.142353
7400    7400       -0.323981           -0.074728
7401    7401       -0.304717           -0.178517
7402    7402       -0.209559           -0.191298
7403    7403       -0.231399           -0.289955
7404    7404        0.489929            0.075017
7405    7405       -0.116162           -0.038614
7406    7406       -0.119623           -0.158496
7407    7407       -0.019956           -0.141009
7408    7408        0.098931            0.060410
7409    7409        0.050036           -0.105120
7410    7410        0.202871           -0.060982
7411    7411        0.127417            0.006313
7412    7412       -0.020377            0.088068
7413    7413       -0.191957           -0.004256
7414    7414       -0.350316           -0.062240
7415    7415       -0.155364           -0.025724
7416    7416        0.011641            0.014249
7417    7417        0.128155           -0.238752
7418    7418       -0.053756            0.133399
7419    7419       -0.216253           -0.138467
7420    7420        0.357429           -0.097882
7421    7421       -0.113964           -0.115214
7422    7422       -0.501339            0.122665
7423    7423       -0.331365           -0.090715
7424    7424       -0.101197           -0.057117
7425    7425        0.076160           -0.152546
7426    7426       -0.113921           -0.107224
7427    7427       -0.416287           -0.253934
7428    7428       -0.586549            0.224525
7429    7429       -0.363439            0.186843
7430    7430       -0.386902            0.270396
7431    7431        0.036725            0.040424
7432    7432        0.117901            0.051299
7433    7433       -0.087505            0.207001
7434    7434        0.016075            0.026158
7435    7435       -0.110007            0.205339
7436    7436       -0.039001            0.031701
7437    7437       -0.273583           -0.138940
7438    7438       -0.281819           -0.133964
7439    7439       -0.223580           -0.028889
7440    7440       -0.090971           -0.226881
7441    7441       -0.046328           -0.058653
7442    7442        0.100031            0.141264
7443    7443        0.253992            0.043477
7444    7444        0.011932            0.135700
7445    7445       -0.649359            0.129960
7446    7446       -0.443752           -0.315781
7447    7447       -0.421914           -0.293776
7448    7448       -0.037936           -0.083553
7449    7449        0.215133           -0.097510
7450    7450        0.203506           -0.040030
7451    7451        0.263034            0.085237
7452    7452       -0.294051           -0.101559
7453    7453       -0.551898            0.108595
7454    7454       -0.655246            0.035457
7455    7455       -0.435758            0.026365
7456    7456       -0.044701           -0.361510
7457    7457        0.403823           -0.168793
7458    7458        0.047908            0.105717
7459    7459        0.306599           -0.062043
7460    7460        0.053477           -0.148178
7461    7461       -0.430802           -0.187283
7462    7462       -0.482636           -0.069963
7463    7463       -0.176506           -0.064359
7464    7464        0.217352           -0.026257
7465    7465        0.363931            0.273453
7466    7466       -0.070562            0.017673
7467    7467       -0.157781           -0.006597
7468    7468       -0.623880           -0.088745
7469    7469       -0.727529           -0.075765
7470    7470       -0.216472           -0.071381
7471    7471        0.148720            0.144616
7472    7472        0.019241            0.003369
7473    7473        0.221120            0.156387
7474    7474        0.400801            0.030949
7475    7475        0.017084            0.227374
7476    7476       -0.422350           -0.274257
7477    7477       -0.415577           -0.256830
7478    7478       -0.221461            0.159689
7479    7479       -0.180511            0.188107
7480    7480        0.184916           -0.134919
7481    7481        0.201574           -0.126515
7482    7482       -0.076627           -0.134191
7483    7483       -0.055578            0.008476
7484    7484        0.187284            0.209231
7485    7485       -0.032329            0.455525
7486    7486       -0.109674           -0.064139
7487    7487       -0.022713           -0.135982
7488    7488        0.122700           -0.026110
7489    7489       -0.077463            0.058883
7490    7490       -0.100158           -0.090329
7491    7491       -0.287821           -0.110000
7492    7492       -0.338941            0.004401
7493    7493       -0.331423           -0.157135
7494    7494       -0.308539           -0.076805
7495    7495       -0.162487           -0.069420
7496    7496       -0.040060           -0.177945
7497    7497       -0.126528            0.071303
7498    7498        0.025677           -0.574959
7499    7499        0.109666            0.296100
7500    7500       -0.470112           -0.005735
7501    7501       -0.435408            0.201966
7502    7502       -0.237815           -0.139070
7503    7503        0.046285            0.046916
7504    7504       -0.103113            0.171051
7505    7505       -0.065076           -0.207413
7506    7506        0.026099            0.127488
7507    7507       -0.012270            0.020012
7508    7508       -0.085364           -0.030670
7509    7509       -0.161760            0.091484
7510    7510        0.024154            0.050848
7511    7511       -0.073113           -0.110012
7512    7512        0.014544           -0.295941
7513    7513       -0.027151           -0.039022
7514    7514       -0.086588            0.007082
7515    7515       -0.310798           -0.116113
7516    7516       -0.207929           -0.036298
7517    7517        0.032684            0.028377
7518    7518       -0.072566           -0.260398
7519    7519       -0.009263            0.032894
7520    7520       -0.074265           -0.137630
7521    7521       -0.302842           -0.340640
7522    7522       -0.190419           -0.047157
7523    7523       -0.173665           -0.197596
7524    7524        0.082172            0.076993
7525    7525       -0.114352           -0.123030
7526    7526       -0.028960            0.129999
7527    7527       -0.170819           -0.004535
7528    7528       -0.272950            0.063451
7529    7529       -0.187728           -0.227936
7530    7530       -0.196427           -0.127314
7531    7531       -0.173476            0.387152
7532    7532       -0.339161           -0.147079
7533    7533        0.041441           -0.053088
7534    7534       -0.452300           -0.193546
7535    7535       -0.490601           -0.010516
7536    7536        0.200965           -0.279916
7537    7537       -0.095251            0.199561
7538    7538       -0.326035            0.041991
7539    7539       -0.466665            0.051161
7540    7540       -0.095286           -0.095147
7541    7541       -0.223251           -0.055466
7542    7542       -0.230588           -0.135936
7543    7543        0.054572           -0.091310
7544    7544        0.085470            0.069209
7545    7545       -0.016196            0.089898
7546    7546       -0.128967            0.066534
7547    7547       -0.404865           -0.280460
7548    7548        0.044276           -0.233883
7549    7549       -0.033238           -0.382136
7550    7550       -0.122152            0.063294
7551    7551       -0.132169           -0.249341
7552    7552       -0.090632           -0.379472
7553    7553       -0.266220            0.042786
7554    7554        0.025422           -0.430153
7555    7555       -0.019661           -0.163362
7556    7556       -0.014641           -0.082843
7557    7557        0.166814           -0.085189
7558    7558       -0.178987           -0.113978
7559    7559       -0.192307           -0.214724
7560    7560        0.046518           -0.148122
7561    7561        0.251392           -0.045814
7562    7562        0.198042           -0.085008
7563    7563       -0.207203           -0.030080
7564    7564       -0.178691           -0.265162
7565    7565       -0.462431            0.231376
7566    7566        0.059713           -0.056355
7567    7567       -0.184622           -0.112977
7568    7568        0.068975            0.373652
7569    7569        0.252977           -0.229305
7570    7570       -0.078209            0.137250
7571    7571       -0.614154            0.158531
7572    7572       -0.263100            0.121740
7573    7573       -0.142947            0.152400
7574    7574       -0.180356            0.255308
7575    7575        0.213028            0.096588
7576    7576        0.042664            0.073122
7577    7577       -0.455844           -0.061984
7578    7578       -0.314856           -0.249316
7579    7579       -0.233871           -0.067444
7580    7580        0.013704            0.034770
7581    7581        0.074343            0.207737
7582    7582       -0.248376            0.327913
7583    7583       -0.008549            0.093847
7584    7584        0.179086            0.018221
7585    7585        0.051916           -0.065162
7586    7586       -0.005952            0.113103
7587    7587        0.133240           -0.057628
7588    7588        0.033603           -0.044958
7589    7589       -0.041058           -0.091066
7590    7590        0.144918            0.194119
7591    7591       -0.298033           -0.124308
7592    7592       -0.172334            0.149036
7593    7593       -0.130863            0.135857
7594    7594        0.265447           -0.048963
7595    7595        0.235313            0.039735
7596    7596       -0.070562           -0.353287
7597    7597        0.013082           -0.191288
7598    7598       -0.046120           -0.014008
7599    7599        0.013030            0.289977
7600    7600       -0.206330           -0.333407
7601    7601       -0.549986           -0.136146
7602    7602        0.209175           -0.098727
7603    7603        0.050611            0.065113
7604    7604        0.008661           -0.070254
7605    7605        0.005658            0.188018
7606    7606        0.048979           -0.338899
7607    7607       -0.156868           -0.285124
7608    7608       -0.137326            0.160185
7609    7609       -0.113678           -0.460877
7610    7610        0.148367           -0.343725
7611    7611        0.377490            0.272587
7612    7612       -0.053582           -0.005496
7613    7613       -0.255906           -0.346753
7614    7614       -0.188595           -0.130286
7615    7615        0.024730           -0.272598
7616    7616       -0.137980           -0.002027
7617    7617        0.010254           -0.490990
7618    7618        0.232641           -0.112123
7619    7619       -0.033475            0.233976
7620    7620       -0.121936            0.136674
7621    7621        0.014036           -0.165066
7622    7622       -0.027745           -0.011885
7623    7623       -0.077786           -0.256468
7624    7624        0.075933           -0.171630
7625    7625       -0.214503            0.308212
7626    7626       -0.294531           -0.193977
7627    7627       -0.261513           -0.186643
7628    7628       -0.068088           -0.009326
7629    7629       -0.001531           -0.190005
7630    7630       -0.641028           -0.119406
7631    7631       -0.182949           -0.040829
7632    7632       -0.178430            0.096643
7633    7633       -0.168380           -0.333381
7634    7634       -0.031522           -0.450853
7635    7635       -0.134230            0.364315
7636    7636       -0.362654            0.111832
7637    7637       -0.078670           -0.016436
7638    7638        0.042045           -0.155443
7639    7639       -0.252015            0.045942
7640    7640       -0.270181            0.172611
7641    7641       -0.125138            0.185032
7642    7642       -0.142914            0.172506
7643    7643       -0.025967           -0.099765
7644    7644       -0.120977           -0.210306
7645    7645        0.144363           -0.352208
7646    7646       -0.256061           -0.207266
7647    7647       -0.285472           -0.084658
7648    7648       -0.404835            0.077864
7649    7649       -0.634034           -0.157411
7650    7650       -0.529405           -0.237613
7651    7651       -0.451065            0.022708
7652    7652       -0.163780            0.049467
7653    7653        0.023981           -0.215125
7654    7654        0.284110           -0.156168
7655    7655       -0.209406           -0.217036
7656    7656        0.066151            0.298434
7657    7657       -0.247594           -0.076251
7658    7658       -0.063706            0.090176
7659    7659       -0.421013            0.063155
7660    7660       -0.115624           -0.244403
7661    7661       -0.021888           -0.280987
7662    7662        0.126217           -0.029948
7663    7663       -0.264433            0.033504
7664    7664       -0.593372           -0.282900
7665    7665       -0.157811            0.143205
7666    7666       -0.285653            0.192895
7667    7667       -0.260481            0.123030
7668    7668       -0.143248           -0.325141
7669    7669       -0.146657           -0.091344
7670    7670       -0.045118            0.131314
7671    7671        0.067374            0.023395
7672    7672       -0.209072           -0.167649
7673    7673       -0.132466            0.355990
7674    7674       -0.290825           -0.078401
7675    7675       -0.134301            0.055028
7676    7676        0.141370           -0.017409
7677    7677        0.024562            0.050076
7678    7678       -0.056856           -0.000166
7679    7679       -0.221308            0.232904
7680    7680       -0.512372           -0.136585
7681    7681       -0.512462           -0.349102
7682    7682       -0.368494           -0.088465
7683    7683       -0.187855            0.018819
7684    7684       -0.015295           -0.144130
7685    7685        0.177645           -0.080225
7686    7686       -0.346054           -0.073341
7687    7687       -0.226781            0.007088
7688    7688       -0.308006           -0.115439
7689    7689       -0.145063           -0.137042
7690    7690        0.528096            0.094799
7691    7691        0.359744            0.037892
7692    7692        0.011274            0.025553
7693    7693       -0.326248           -0.044309
7694    7694       -0.386136            0.116885
7695    7695        0.108059            0.004713
7696    7696        0.176871           -0.066782
7697    7697        0.241758           -0.082887
7698    7698        0.196661           -0.392488
7699    7699       -0.388688            0.092645
7700    7700       -0.176954            0.124891
7701    7701       -0.330687            0.050899
7702    7702       -0.182200           -0.056074
7703    7703        0.159547            0.055468
7704    7704       -0.362077            0.126715
7705    7705       -0.275810           -0.086928
7706    7706       -0.072611            0.103580
7707    7707       -0.023302           -0.084263
7708    7708       -0.073173           -0.014973
7709    7709       -0.216963           -0.250142
7710    7710        0.119352           -0.067088
7711    7711        0.001551           -0.060098
7712    7712       -0.331996           -0.035297
7713    7713       -0.171654            0.154987
7714    7714       -0.182221            0.123556
7715    7715       -0.657560            0.148034
7716    7716       -0.092782           -0.084883
7717    7717        0.082443            0.154906
7718    7718        0.007884            0.176048
7719    7719       -0.203029           -0.179610
7720    7720       -0.369748           -0.359304
7721    7721       -0.320354            0.115105
7722    7722       -0.202401            0.047878
7723    7723       -0.388518           -0.246993
7724    7724       -0.267993            0.038821
7725    7725       -0.037819           -0.051182
7726    7726        0.175841           -0.048899
7727    7727        0.087885           -0.108549
7728    7728       -0.022607           -0.096142
7729    7729       -0.311336            0.019372
7730    7730       -0.658626            0.076115
7731    7731       -0.469013           -0.044374
7732    7732       -0.262942            0.088767
7733    7733        0.113461           -0.334467
7734    7734       -0.089102            0.223815
7735    7735       -0.073868           -0.129263
7736    7736        0.208111           -0.055326
7737    7737        0.002782            0.314627
7738    7738       -0.275901           -0.220023
7739    7739       -0.053937           -0.251423
7740    7740       -0.258540           -0.231928
7741    7741       -0.025614            0.173692
7742    7742       -0.128309           -0.348869
7743    7743       -0.091488           -0.080925
7744    7744       -0.107932            0.206950
7745    7745       -0.491049           -0.196202
7746    7746       -0.283982           -0.292373
7747    7747       -0.046214           -0.345372
7748    7748       -0.155385           -0.144574
7749    7749       -0.126247           -0.234993
7750    7750       -0.259559           -0.205255
7751    7751       -0.321289           -0.201767
7752    7752       -0.055231           -0.068704
7753    7753       -0.081221            0.079062
7754    7754        0.148260           -0.132912
7755    7755        0.207308            0.117112
7756    7756       -0.009205            0.008893
7757    7757       -0.203488           -0.113873
7758    7758        0.028887            0.082629
7759    7759       -0.209115            0.069188
7760    7760       -0.377468           -0.070376
7761    7761       -0.456046            0.027420
7762    7762       -0.146395           -0.426942
7763    7763        0.102396           -0.351340
7764    7764        0.183819           -0.162632
7765    7765        0.065777           -0.074702
7766    7766       -0.267384           -0.066225
7767    7767       -0.329080            0.087500
7768    7768        0.104677            0.024916
7769    7769        0.032021           -0.149553
7770    7770        0.236532           -0.110811
7771    7771        0.231284            0.192257
7772    7772       -0.281151           -0.257298
7773    7773       -0.368513            0.262973
7774    7774       -0.337109            0.291076
7775    7775       -0.303805           -0.088245
7776    7776        0.299343           -0.141849
7777    7777        0.438968            0.173045
7778    7778       -0.050799           -0.226169
7779    7779        0.015384            0.144036
7780    7780       -0.064112            0.135254
7781    7781       -0.078396            0.401472
7782    7782       -0.123093            0.162012
7783    7783       -0.251695            0.185274
7784    7784       -0.177973           -0.083594
7785    7785       -0.185669            0.063470
7786    7786       -0.024691           -0.134983
7787    7787        0.017602           -0.134750
7788    7788        0.047216            0.040409
7789    7789       -0.082055           -0.137300
7790    7790       -0.194344            0.183614
7791    7791       -0.325042           -0.032864
7792    7792       -0.072828            0.115587
7793    7793       -0.084332           -0.072096
7794    7794        0.169058           -0.408447
7795    7795       -0.042982            0.085106
7796    7796        0.215657            0.048563
7797    7797       -0.071703            0.017271
7798    7798       -0.168839            0.137190
7799    7799       -0.056898           -0.055359
7800    7800        0.018603            0.044786
7801    7801       -0.067504           -0.196021
7802    7802       -0.197785           -0.411559
7803    7803        0.009854           -0.015709
7804    7804       -0.138956            0.035008
7805    7805       -0.151897           -0.004886
7806    7806       -0.024929           -0.076713
7807    7807       -0.253952            0.047336
7808    7808        0.004546            0.168479
7809    7809       -0.255041           -0.174656
7810    7810       -0.266378           -0.107604
7811    7811       -0.332879            0.313761
7812    7812       -0.236829            0.181721
7813    7813       -0.193788           -0.267266
7814    7814        0.181595           -0.156470
7815    7815        0.163255           -0.224471
7816    7816        0.331921            0.377949
7817    7817        0.324268            0.063375
7818    7818       -0.247108           -0.203732
7819    7819        0.109175           -0.168491
7820    7820       -0.232955            0.177164
7821    7821       -0.046716           -0.145874
7822    7822       -0.140187           -0.010363
7823    7823       -0.020349           -0.125448
7824    7824       -0.249079           -0.028400
7825    7825       -0.052125           -0.468137
7826    7826       -0.236513           -0.263194
