       Epoch  Generator Loss  Discriminator Loss
12504  12504       -0.118105            0.078705
12505  12505       -0.264446            0.002231
12506  12506       -0.433946            0.115183
12507  12507       -0.689157           -0.120005
12508  12508       -0.333892           -0.138348
12509  12509       -0.203211            0.084394
12510  12510       -0.193926           -0.137058
12511  12511        0.194728           -0.028582
12512  12512        0.283918           -0.061264
12513  12513        0.123251           -0.219325
12514  12514       -0.149252           -0.046848
12515  12515       -0.332794           -0.056255
12516  12516       -0.533551            0.004830
12517  12517       -0.499454           -0.174066
12518  12518       -0.177625           -0.076881
12519  12519       -0.052464            0.002651
12520  12520        0.108365           -0.017432
12521  12521        0.087899           -0.058175
12522  12522       -0.001469           -0.049441
12523  12523       -0.353005           -0.183250
12524  12524       -0.160955           -0.216850
12525  12525       -0.279893            0.010702
12526  12526        0.134460           -0.332640
12527  12527       -0.093692            0.181916
12528  12528       -0.156424           -0.108598
12529  12529       -0.145265           -0.145756
12530  12530       -0.264394            0.013990
12531  12531       -0.364583           -0.048807
12532  12532       -0.177917           -0.149304
12533  12533        0.170069            0.075923
12534  12534        0.108198            0.094224
12535  12535        0.056087            0.073095
12536  12536       -0.187879           -0.153416
12537  12537       -0.229086           -0.109554
12538  12538       -0.545549           -0.099226
12539  12539       -0.248818            0.012841
12540  12540        0.029833            0.102706
12541  12541        0.041682            0.191776
12542  12542       -0.216011           -0.166167
12543  12543       -0.203220           -0.167785
12544  12544       -0.143363            0.117237
12545  12545       -0.327632            0.250325
12546  12546       -0.172561           -0.094475
12547  12547       -0.187101            0.069870
12548  12548       -0.491178            0.053975
12549  12549       -0.479623           -0.018005
12550  12550       -0.639877            0.227446
12551  12551       -0.393282           -0.338214
12552  12552       -0.215074            0.191994
12553  12553       -0.048154            0.060951
12554  12554        0.230095            0.011736
12555  12555       -0.181617           -0.176835
12556  12556        0.014780           -0.045767
12557  12557       -0.101451            0.009159
12558  12558       -0.358825           -0.168104
12559  12559       -0.240854           -0.011057
12560  12560       -0.596908            0.050695
12561  12561       -0.278494           -0.388939
12562  12562       -0.303348           -0.202525
12563  12563       -0.222072            0.128352
12564  12564       -0.193091           -0.033107
12565  12565       -0.042208           -0.062931
12566  12566        0.030460           -0.189659
12567  12567        0.391842           -0.024295
12568  12568        0.136612           -0.316090
12569  12569       -0.135345           -0.007553
12570  12570       -0.447122            0.043725
12571  12571       -0.123446           -0.026647
12572  12572       -0.266328           -0.109973
12573  12573       -0.310658            0.117264
12574  12574       -0.050065           -0.211110
12575  12575       -0.127848           -0.019611
12576  12576        0.037280            0.102753
12577  12577       -0.014686           -0.009781
12578  12578       -0.051832           -0.171786
12579  12579        0.060055            0.151397
12580  12580        0.311107           -0.049023
12581  12581        0.213482            0.071234
12582  12582       -0.262008           -0.473237
12583  12583       -0.237504            0.016438
12584  12584       -0.214780           -0.306229
12585  12585       -0.173345            0.042324
12586  12586       -0.346485            0.064413
12587  12587       -0.205719            0.073452
12588  12588       -0.185464           -0.127258
12589  12589       -0.285341           -0.396423
12590  12590       -0.199881           -0.082349
12591  12591        0.234867           -0.254705
12592  12592        0.255167           -0.300173
12593  12593        0.320359           -0.035091
12594  12594        0.225135            0.173696
12595  12595        0.285095            0.228667
12596  12596        0.055035           -0.205720
12597  12597       -0.031870           -0.067867
12598  12598       -0.143661           -0.134294
12599  12599       -0.235619           -0.017515
12600  12600       -0.268014           -0.164712
12601  12601       -0.258695            0.118376
12602  12602       -0.210886           -0.099666
12603  12603       -0.083691           -0.227098
12604  12604       -0.187553           -0.035908
12605  12605        0.069447           -0.124700
12606  12606        0.049623           -0.129947
12607  12607        0.131280           -0.164407
12608  12608       -0.121683            0.029438
12609  12609       -0.020776           -0.140895
12610  12610       -0.038080            0.021732
12611  12611       -0.254387           -0.107583
12612  12612        0.014144           -0.145723
12613  12613        0.090674           -0.210927
12614  12614       -0.094368           -0.205670
12615  12615       -0.528999            0.036098
12616  12616       -0.484673           -0.030749
12617  12617       -0.144681            0.087732
12618  12618       -0.245212           -0.109388
12619  12619        0.072450           -0.006884
12620  12620       -0.181162           -0.098145
12621  12621       -0.067700            0.099634
12622  12622       -0.347590           -0.079925
12623  12623       -0.389392           -0.201399
12624  12624       -0.370531            0.053295
12625  12625       -0.271585           -0.040272
12626  12626       -0.123724           -0.037892
12627  12627       -0.183633           -0.096751
12628  12628       -0.147198           -0.167747
12629  12629       -0.268737           -0.098224
12630  12630       -0.489844           -0.131820
12631  12631       -0.106947            0.155123
12632  12632       -0.043639           -0.041121
12633  12633       -0.115787            0.141604
12634  12634       -0.328212            0.041762
12635  12635       -0.430733           -0.112923
12636  12636       -0.330599           -0.098696
12637  12637       -0.294717           -0.185410
12638  12638       -0.230949            0.007845
12639  12639       -0.104755           -0.079640
12640  12640        0.114619           -0.022447
12641  12641       -0.011450           -0.114905
12642  12642       -0.008944            0.068348
12643  12643       -0.193627           -0.192263
12644  12644       -0.220193            0.125648
12645  12645        0.068956           -0.266245
12646  12646       -0.165811            0.125261
12647  12647       -0.179963           -0.150258
12648  12648       -0.217758            0.062530
12649  12649       -0.110626           -0.021906
12650  12650       -0.207264           -0.104607
12651  12651        0.036715           -0.191755
12652  12652        0.171543           -0.212081
12653  12653        0.266077           -0.220770
12654  12654        0.209407            0.066475
12655  12655       -0.136124           -0.234810
12656  12656       -0.467210            0.058627
12657  12657       -0.551416            0.078212
12658  12658       -0.416491            0.079630
12659  12659       -0.090334           -0.091315
12660  12660       -0.399750            0.116718
12661  12661       -0.081597           -0.156174
12662  12662        0.097386            0.019617
12663  12663        0.029038            0.111196
12664  12664       -0.135260            0.111017
12665  12665        0.028615            0.135501
12666  12666       -0.144959           -0.081975
12667  12667       -0.051584            0.018035
12668  12668       -0.110706           -0.148355
12669  12669       -0.292962           -0.537638
12670  12670       -0.287656            0.103551
12671  12671       -0.347945           -0.057354
12672  12672       -0.604667            0.042842
12673  12673       -0.361701           -0.407823
12674  12674       -0.109332            0.087663
12675  12675        0.044714           -0.064358
12676  12676        0.193582            0.048497
12677  12677        0.284229           -0.114438
12678  12678       -0.022432           -0.189572
12679  12679       -0.135139           -0.162768
12680  12680       -0.272753           -0.142090
12681  12681       -0.083571           -0.072885
12682  12682       -0.208222           -0.148594
12683  12683       -0.240864           -0.034637
12684  12684       -0.222744           -0.127577
12685  12685       -0.370124           -0.259146
12686  12686        0.057384           -0.106912
12687  12687        0.226740            0.065667
12688  12688        0.324846            0.080015
12689  12689        0.192872           -0.131840
12690  12690        0.199817           -0.094386
12691  12691       -0.089751           -0.172345
12692  12692       -0.092776           -0.246515
12693  12693        0.075606           -0.164969
12694  12694       -0.019970           -0.120907
12695  12695       -0.255153           -0.098656
12696  12696       -0.158037           -0.079958
12697  12697       -0.335533           -0.121133
12698  12698        0.038800           -0.269515
12699  12699       -0.196790           -0.094039
12700  12700       -0.337937           -0.188261
12701  12701       -0.012064            0.038897
12702  12702       -0.027816            0.074582
12703  12703       -0.155231           -0.108199
12704  12704       -0.097931            0.067014
12705  12705       -0.135490            0.142268
12706  12706       -0.084649            0.054293
12707  12707        0.058928            0.047282
12708  12708       -0.099227           -0.033918
12709  12709       -0.163559           -0.189706
12710  12710       -0.470105           -0.156526
12711  12711       -0.255977           -0.472105
12712  12712       -0.312499            0.035606
12713  12713       -0.019170            0.040885
12714  12714        0.089064            0.061490
12715  12715       -0.027874           -0.204663
12716  12716       -0.402663           -0.070028
12717  12717       -0.035056           -0.240867
12718  12718       -0.033387            0.062998
12719  12719        0.217591           -0.453551
12720  12720        0.040164           -0.168492
12721  12721       -0.206759           -0.471354
12722  12722       -0.441222           -0.033481
12723  12723       -0.224826           -0.196990
12724  12724       -0.211664           -0.243382
12725  12725       -0.146428            0.102292
12726  12726       -0.321437           -0.003307
12727  12727       -0.150309           -0.098166
12728  12728       -0.209397            0.066406
12729  12729       -0.214190           -0.223357
12730  12730       -0.096107           -0.105213
12731  12731       -0.067325           -0.109947
12732  12732        0.013562           -0.207619
12733  12733       -0.122831            0.081337
12734  12734        0.106080            0.037401
12735  12735        0.252251           -0.400176
12736  12736        0.023514           -0.200483
12737  12737        0.029510           -0.289946
12738  12738        0.113057           -0.049054
12739  12739       -0.268139            0.102632
12740  12740       -0.372266            0.000434
12741  12741       -0.448002           -0.150049
12742  12742       -0.138967           -0.044583
12743  12743       -0.361505           -0.051579
12744  12744        0.149751           -0.215496
12745  12745        0.126826           -0.032838
12746  12746        0.079934           -0.105245
12747  12747        0.002875            0.409517
12748  12748        0.133683           -0.082119
12749  12749       -0.191977            0.098175
12750  12750       -0.104913           -0.228103
12751  12751       -0.371282           -0.044932
12752  12752       -0.160841            0.022947
12753  12753       -0.166652           -0.163090
12754  12754       -0.134175           -0.178231
12755  12755       -0.380712            0.130521
12756  12756       -0.171621            0.021095
12757  12757       -0.495974            0.007584
12758  12758       -0.201824           -0.117563
12759  12759       -0.066002           -0.202458
12760  12760       -0.021057           -0.070870
12761  12761       -0.035593            0.126122
12762  12762       -0.176675            0.236906
12763  12763       -0.240350           -0.009913
12764  12764       -0.465816           -0.232439
12765  12765       -0.490101           -0.082812
12766  12766       -0.484824           -0.264204
12767  12767       -0.482557           -0.240222
12768  12768       -0.444743           -0.108522
12769  12769       -0.129541           -0.066189
12770  12770       -0.045997           -0.031188
12771  12771       -0.051871            0.030758
12772  12772       -0.186968           -0.217456
12773  12773       -0.095012            0.093833
12774  12774       -0.217054           -0.064477
12775  12775       -0.016463            0.345225
12776  12776       -0.079637           -0.218582
12777  12777       -0.122207           -0.120179
12778  12778       -0.383329            0.048840
12779  12779       -0.259961           -0.041552
12780  12780        0.233734           -0.112597
12781  12781       -0.013617            0.032444
12782  12782       -0.041679            0.025284
12783  12783       -0.141751            0.032773
12784  12784       -0.022080           -0.005804
12785  12785       -0.158835           -0.146845
12786  12786        0.049404           -0.142739
12787  12787        0.012026           -0.087874
12788  12788        0.004187           -0.096562
12789  12789       -0.356882           -0.099727
12790  12790       -0.414072            0.069328
12791  12791       -0.024932           -0.150629
12792  12792       -0.198068           -0.021974
12793  12793       -0.049678           -0.146555
12794  12794       -0.079872            0.163284
12795  12795       -0.094216           -0.166419
12796  12796       -0.383157            0.019994
12797  12797       -0.245594           -0.006734
12798  12798       -0.500185           -0.001625
12799  12799       -0.448373            0.000235
12800  12800       -0.229267            0.004736
12801  12801       -0.207091            0.198487
12802  12802       -0.248835           -0.098026
12803  12803       -0.138039            0.125281
12804  12804       -0.134718            0.105511
12805  12805       -0.403691           -0.003388
12806  12806       -0.342907           -0.135282
12807  12807       -0.396586           -0.155571
12808  12808       -0.343465            0.188513
12809  12809       -0.217907            0.187761
12810  12810       -0.042468           -0.252017
12811  12811       -0.013620           -0.288468
12812  12812        0.265414           -0.163888
12813  12813        0.043287           -0.177887
12814  12814        0.193392            0.072534
12815  12815       -0.053603           -0.271936
12816  12816        0.134851           -0.013552
12817  12817        0.354960           -0.090244
12818  12818        0.199090           -0.022987
12819  12819        0.278731            0.020038
12820  12820       -0.224035           -0.130910
12821  12821       -0.014399            0.132936
12822  12822       -0.156465           -0.111247
12823  12823       -0.094417            0.071404
12824  12824       -0.227667           -0.042233
12825  12825       -0.036557           -0.158922
12826  12826        0.168183           -0.215790
12827  12827       -0.071263           -0.014105
12828  12828        0.043220            0.124668
12829  12829        0.155095           -0.220515
12830  12830       -0.255891           -0.064936
12831  12831       -0.509091           -0.374854
12832  12832       -0.306269           -0.160021
12833  12833       -0.332833            0.093862
12834  12834       -0.201370            0.093211
12835  12835       -0.275473           -0.072852
12836  12836       -0.464477           -0.227698
12837  12837       -0.425703            0.002448
12838  12838       -0.293332           -0.118562
12839  12839        0.112904           -0.048666
12840  12840        0.230661           -0.221172
12841  12841        0.322346           -0.178565
12842  12842        0.077542            0.113181
12843  12843        0.138914           -0.118912
12844  12844       -0.254512           -0.057697
12845  12845       -0.135678            0.193024
12846  12846       -0.168006           -0.202935
12847  12847       -0.392717           -0.070706
12848  12848       -0.091618            0.101253
12849  12849        0.154952            0.077168
12850  12850       -0.025204           -0.067425
12851  12851        0.272543           -0.003338
12852  12852        0.415100           -0.067101
12853  12853        0.272252            0.084148
12854  12854        0.407640            0.308931
12855  12855        0.377009            0.079680
12856  12856        0.208993           -0.103424
12857  12857        0.018320           -0.069954
12858  12858       -0.083979           -0.040894
12859  12859       -0.116342           -0.165207
12860  12860        0.038187           -0.075618
12861  12861        0.025129            0.062808
12862  12862       -0.038280           -0.183495
12863  12863        0.024434           -0.128500
12864  12864        0.079686           -0.118765
12865  12865        0.063600           -0.088489
12866  12866        0.147980           -0.012599
12867  12867        0.202621           -0.102809
12868  12868        0.313026           -0.271839
12869  12869        0.061345           -0.180106
12870  12870       -0.017909            0.034716
12871  12871       -0.004884           -0.045659
12872  12872        0.097318           -0.013181
12873  12873        0.034253           -0.106504
12874  12874        0.011346            0.129954
12875  12875       -0.020333           -0.033647
12876  12876        0.227629           -0.137519
12877  12877        0.176961           -0.231986
12878  12878        0.381649            0.012487
12879  12879       -0.066255           -0.047278
12880  12880        0.089263           -0.054954
12881  12881       -0.069634           -0.093027
12882  12882       -0.084559           -0.037734
12883  12883       -0.182117           -0.249968
12884  12884        0.006332           -0.057073
12885  12885       -0.069375            0.088261
12886  12886        0.027686           -0.022640
12887  12887       -0.163058           -0.024460
12888  12888       -0.038588           -0.035147
12889  12889        0.033836           -0.180418
12890  12890        0.140548           -0.146759
12891  12891        0.215208           -0.072404
12892  12892        0.213234           -0.080207
12893  12893        0.054657           -0.133890
12894  12894       -0.021846           -0.118810
12895  12895       -0.247066           -0.251666
12896  12896       -0.502468           -0.145734
12897  12897       -0.393354           -0.265389
12898  12898       -0.413387           -0.000103
12899  12899       -0.276021            0.112600
12900  12900       -0.233594           -0.163688
12901  12901       -0.197971           -0.096618
12902  12902       -0.300242           -0.015696
12903  12903       -0.246179           -0.189013
12904  12904        0.036424           -0.086848
12905  12905       -0.104079           -0.261237
12906  12906        0.098315           -0.020759
12907  12907       -0.012444            0.099993
12908  12908       -0.079503           -0.014659
12909  12909       -0.268939           -0.156083
12910  12910       -0.383518           -0.046604
12911  12911       -0.278841            0.041371
12912  12912       -0.301098            0.063641
12913  12913       -0.032275            0.120248
12914  12914       -0.052672           -0.056015
12915  12915        0.048866           -0.154790
12916  12916        0.246831           -0.314297
12917  12917        0.298953           -0.052008
12918  12918        0.277103           -0.348651
12919  12919        0.173242           -0.154371
12920  12920       -0.318401            0.119208
12921  12921       -0.310199           -0.067986
12922  12922       -0.417321            0.060986
12923  12923       -0.296885           -0.303479
12924  12924       -0.299049           -0.198107
12925  12925       -0.062710           -0.179113
12926  12926        0.198762           -0.086654
12927  12927       -0.037570            0.071764
12928  12928       -0.065588           -0.044102
12929  12929       -0.269670            0.033334
12930  12930       -0.085809           -0.144838
12931  12931        0.020997           -0.155554
12932  12932        0.015137            0.067666
12933  12933        0.028952            0.188471
12934  12934       -0.186924           -0.071571
12935  12935       -0.184603           -0.155687
12936  12936       -0.488693           -0.019711
12937  12937       -0.352507           -0.141692
12938  12938        0.020992            0.024062
12939  12939       -0.055421           -0.058971
12940  12940        0.270883           -0.301179
12941  12941        0.271248           -0.045988
12942  12942       -0.125426           -0.037069
12943  12943       -0.221655           -0.163734
12944  12944       -0.291173           -0.433920
12945  12945       -0.233726           -0.025876
12946  12946       -0.194330           -0.048505
12947  12947        0.029686           -0.344346
12948  12948       -0.028344            0.034946
12949  12949       -0.049156            0.170917
12950  12950       -0.098763           -0.221938
12951  12951       -0.089947           -0.078446
12952  12952       -0.232788           -0.158837
12953  12953       -0.184182           -0.282988
12954  12954       -0.453947           -0.020000
12955  12955       -0.030381           -0.210709
12956  12956        0.064185           -0.151995
12957  12957        0.135570            0.080604
12958  12958        0.026357           -0.101262
12959  12959       -0.174972           -0.069055
12960  12960       -0.184013           -0.219077
12961  12961       -0.141242           -0.162034
12962  12962       -0.277251           -0.156872
12963  12963        0.117167            0.081401
12964  12964        0.164943            0.218232
12965  12965        0.023599           -0.140731
12966  12966       -0.239784            0.182100
12967  12967       -0.098687            0.045972
12968  12968        0.067896           -0.078828
12969  12969       -0.231885            0.031398
12970  12970       -0.094778           -0.134407
12971  12971       -0.279032           -0.066380
12972  12972       -0.145640           -0.090202
12973  12973       -0.169357           -0.301102
12974  12974       -0.097827            0.075496
12975  12975       -0.008791           -0.186901
12976  12976       -0.035074           -0.060522
12977  12977       -0.248994           -0.100340
12978  12978       -0.026627           -0.081173
12979  12979        0.050696           -0.132360
12980  12980        0.023394           -0.148274
12981  12981        0.016933           -0.364661
12982  12982        0.192938           -0.143316
12983  12983       -0.099804           -0.235466
12984  12984       -0.107434           -0.187010
12985  12985       -0.084503           -0.168451
12986  12986       -0.062593            0.049942
12987  12987       -0.158827            0.059886
12988  12988        0.015625           -0.015715
12989  12989        0.059267           -0.278885
12990  12990       -0.127904            0.161472
12991  12991        0.189736           -0.072732
12992  12992        0.039057           -0.142900
12993  12993        0.018438           -0.173906
12994  12994       -0.259288            0.218400
12995  12995       -0.543604           -0.111725
12996  12996       -0.205779           -0.022876
12997  12997       -0.107295           -0.096152
12998  12998        0.033131           -0.065929
12999  12999        0.081610           -0.145835
13000  13000       -0.013259            0.247491
13001  13001       -0.355160           -0.203891
13002  13002       -0.192886           -0.005043
13003  13003       -0.211545           -0.166431
13004  13004       -0.115227           -0.057978
13005  13005       -0.123720           -0.292607
13006  13006       -0.121801           -0.008424
13007  13007       -0.136107           -0.058342
13008  13008       -0.120912           -0.224761
13009  13009       -0.254982           -0.053594
13010  13010       -0.370822           -0.031205
13011  13011        0.073261            0.001516
13012  13012        0.188687           -0.119852
13013  13013        0.057036           -0.148195
13014  13014        0.279417           -0.071706
13015  13015       -0.088652            0.049286
13016  13016       -0.299033            0.106875
13017  13017       -0.368228            0.081249
13018  13018       -0.254127           -0.239594
13019  13019        0.017643           -0.075185
13020  13020        0.101406           -0.213932
13021  13021        0.110716           -0.066454
13022  13022        0.154595           -0.088189
13023  13023       -0.297390           -0.022490
13024  13024       -0.252211           -0.072307
13025  13025       -0.132904           -0.111745
13026  13026        0.002536           -0.036062
13027  13027       -0.103880            0.028586
13028  13028       -0.135360           -0.279193
13029  13029       -0.379208           -0.131097
13030  13030       -0.042137            0.033602
13031  13031       -0.149928           -0.001060
13032  13032       -0.031720           -0.182954
13033  13033       -0.131709           -0.337707
13034  13034       -0.097938           -0.114598
13035  13035       -0.254769           -0.167930
13036  13036       -0.162762            0.029639
13037  13037       -0.056621           -0.007593
13038  13038       -0.009862            0.193351
13039  13039       -0.164067            0.051961
13040  13040       -0.111694           -0.027627
13041  13041       -0.337804           -0.035778
13042  13042       -0.193648            0.246402
13043  13043       -0.159081           -0.276657
13044  13044       -0.217088           -0.282135
13045  13045       -0.379558           -0.106363
13046  13046       -0.203333            0.052908
13047  13047       -0.245338           -0.049561
13048  13048       -0.161139           -0.128669
13049  13049       -0.336694           -0.216405
13050  13050       -0.166206           -0.129768
13051  13051       -0.055913           -0.070222
13052  13052       -0.102640           -0.235032
13053  13053       -0.023835            0.097508
13054  13054       -0.043820            0.159189
13055  13055       -0.056347           -0.111719
13056  13056       -0.208008            0.047394
13057  13057       -0.176749           -0.047163
13058  13058        0.023209            0.109896
13059  13059        0.034475           -0.023908
13060  13060        0.113574           -0.157504
13061  13061       -0.015659            0.059048
13062  13062       -0.160999           -0.099869
13063  13063       -0.337436           -0.087224
13064  13064       -0.120638           -0.031560
13065  13065       -0.086787            0.024361
13066  13066       -0.170669           -0.184893
13067  13067       -0.323072            0.020572
13068  13068       -0.327185           -0.134641
13069  13069       -0.145406           -0.187985
13070  13070       -0.186284           -0.202471
13071  13071       -0.047971           -0.475349
13072  13072       -0.289445           -0.038162
13073  13073       -0.254759           -0.108076
13074  13074       -0.051723            0.155565
13075  13075       -0.066301           -0.156443
13076  13076        0.025167           -0.108235
13077  13077       -0.194384           -0.252564
13078  13078       -0.277358           -0.066677
13079  13079       -0.221167           -0.030545
13080  13080       -0.420840            0.023480
13081  13081       -0.197955            0.031815
13082  13082       -0.370330           -0.044706
13083  13083       -0.135013            0.163681
13084  13084       -0.015570            0.080960
13085  13085        0.118704           -0.328288
13086  13086        0.502986            0.124876
13087  13087        0.093078           -0.253835
13088  13088       -0.031813            0.198007
13089  13089       -0.144294           -0.304566
13090  13090       -0.046701           -0.065688
13091  13091       -0.497317           -0.103819
13092  13092       -0.012380           -0.130024
13093  13093       -0.088314            0.009526
13094  13094       -0.105985           -0.051165
13095  13095       -0.116823           -0.079953
13096  13096        0.051142            0.283180
13097  13097        0.094641           -0.112237
13098  13098        0.276515           -0.097857
13099  13099        0.238204           -0.133448
13100  13100       -0.267030            0.108645
13101  13101       -0.265098           -0.049797
13102  13102       -0.000030           -0.157816
13103  13103       -0.187926            0.071005
13104  13104       -0.161369           -0.201021
13105  13105        0.209426           -0.181239
13106  13106       -0.057392           -0.032567
13107  13107        0.154971           -0.344231
13108  13108        0.354289           -0.207084
13109  13109        0.138013            0.033804
13110  13110       -0.082449           -0.113396
13111  13111       -0.024426            0.192975
13112  13112       -0.087082           -0.146596
13113  13113       -0.227426           -0.071294
13114  13114       -0.053024           -0.110874
13115  13115        0.104633           -0.248827
13116  13116        0.079362           -0.273279
13117  13117       -0.082694            0.048671
13118  13118       -0.075351           -0.294201
13119  13119       -0.337664           -0.138648
13120  13120       -0.018031            0.028734
13121  13121       -0.006677           -0.169667
13122  13122       -0.021871           -0.109284
13123  13123       -0.062733           -0.037735
13124  13124       -0.193603           -0.073006
13125  13125       -0.252223           -0.007809
13126  13126       -0.066242            0.060066
13127  13127       -0.210728           -0.069674
13128  13128        0.002061           -0.089536
13129  13129        0.047365           -0.170440
13130  13130        0.038839            0.001580
13131  13131       -0.049958            0.001771
13132  13132       -0.072325            0.002994
13133  13133       -0.149452           -0.111073
13134  13134       -0.194962           -0.049374
13135  13135       -0.169191            0.137218
13136  13136        0.065797            0.018897
13137  13137        0.234328           -0.015702
13138  13138        0.044982            0.071251
13139  13139        0.135593            0.055889
13140  13140        0.054742           -0.002040
13141  13141       -0.078017           -0.194680
13142  13142       -0.231260            0.024693
13143  13143       -0.298755           -0.195403
13144  13144       -0.369016           -0.211930
13145  13145       -0.258777           -0.233057
13146  13146        0.180066            0.001663
13147  13147        0.017059           -0.064656
13148  13148        0.205562           -0.131529
13149  13149       -0.123527           -0.222556
13150  13150        0.009996           -0.050873
13151  13151       -0.373991            0.163690
13152  13152       -0.119436           -0.129685
13153  13153       -0.259763           -0.199048
13154  13154       -0.172135           -0.180054
13155  13155       -0.139340           -0.129331
13156  13156       -0.243468            0.007220
13157  13157       -0.147608            0.072644
13158  13158        0.132741            0.126068
13159  13159        0.001713            0.014323
13160  13160        0.051920           -0.043892
13161  13161       -0.285087           -0.337639
13162  13162       -0.379653           -0.115924
13163  13163       -0.303086           -0.152843
13164  13164       -0.140852            0.122372
13165  13165        0.094746            0.294712
13166  13166        0.199815           -0.070925
13167  13167       -0.103198            0.006162
13168  13168       -0.078134           -0.396198
13169  13169       -0.029041           -0.300106
13170  13170       -0.117084           -0.042901
13171  13171        0.143752           -0.013621
13172  13172        0.181995            0.039961
13173  13173       -0.042886           -0.144347
13174  13174       -0.236012           -0.031839
13175  13175       -0.257639           -0.221732
13176  13176       -0.360319           -0.369282
13177  13177       -0.277923           -0.045821
13178  13178       -0.010120            0.038320
13179  13179       -0.270341           -0.250788
13180  13180       -0.105900           -0.171107
13181  13181        0.027795           -0.209705
13182  13182       -0.124280            0.084675
13183  13183       -0.129714            0.006238
13184  13184       -0.017239           -0.154290
13185  13185        0.145441           -0.185407
13186  13186       -0.103894           -0.126326
13187  13187       -0.047222            0.157557
13188  13188       -0.138176            0.033824
13189  13189       -0.354911           -0.021247
13190  13190       -0.390504           -0.134560
13191  13191       -0.304676           -0.140656
13192  13192       -0.098840            0.189975
13193  13193        0.194246            0.000391
13194  13194        0.050006           -0.062756
13195  13195       -0.081835            0.068173
13196  13196        0.103332            0.132868
13197  13197        0.011150           -0.266961
13198  13198        0.086418           -0.145832
13199  13199       -0.126553           -0.092715
13200  13200       -0.044065           -0.340907
13201  13201       -0.275647           -0.122072
13202  13202       -0.173576           -0.097997
13203  13203       -0.248598            0.165752
13204  13204        0.064833            0.298888
13205  13205       -0.263584           -0.046615
13206  13206       -0.168404           -0.127188
13207  13207       -0.171981           -0.143001
13208  13208       -0.181130           -0.082165
13209  13209       -0.139161           -0.065259
13210  13210       -0.153174           -0.201418
13211  13211       -0.074139            0.103271
13212  13212       -0.155313           -0.010961
13213  13213       -0.512020           -0.315917
13214  13214       -0.138729            0.087255
13215  13215       -0.157527           -0.319097
13216  13216       -0.023709           -0.160109
13217  13217       -0.075859           -0.130115
13218  13218        0.004593           -0.116345
13219  13219       -0.168310           -0.072490
13220  13220        0.102124           -0.010852
13221  13221        0.287720            0.069129
13222  13222        0.299772           -0.148317
13223  13223       -0.156260            0.090695
13224  13224       -0.228283           -0.174656
13225  13225        0.054222           -0.021340
13226  13226        0.280976           -0.228223
13227  13227       -0.085562           -0.156071
13228  13228       -0.045181           -0.101377
13229  13229        0.062072           -0.160305
13230  13230       -0.112332            0.190635
13231  13231       -0.139577           -0.023878
13232  13232       -0.254319           -0.066886
13233  13233       -0.189058            0.073261
13234  13234        0.047809           -0.020278
13235  13235       -0.151273            0.042108
13236  13236        0.175502           -0.195754
13237  13237        0.045923           -0.142702
13238  13238       -0.252926           -0.153685
13239  13239        0.016925           -0.271144
13240  13240        0.150451            0.043805
13241  13241        0.005186            0.020407
13242  13242        0.054268            0.032855
13243  13243        0.061651           -0.186367
13244  13244       -0.202672           -0.049237
13245  13245       -0.267970            0.003725
13246  13246       -0.190880            0.105155
13247  13247        0.057502           -0.115599
13248  13248        0.005250            0.141853
13249  13249        0.122700           -0.324549
13250  13250       -0.201669           -0.215262
13251  13251       -0.060107           -0.048819
13252  13252        0.245557           -0.002174
13253  13253       -0.278916            0.041778
13254  13254       -0.161834           -0.075281
13255  13255       -0.206114           -0.069812
13256  13256       -0.627356           -0.191797
13257  13257       -0.464320           -0.040973
13258  13258       -0.615257           -0.065299
13259  13259        0.187915            0.232657
13260  13260       -0.031074            0.071165
13261  13261        0.010564           -0.164500
13262  13262        0.324572            0.104086
13263  13263        0.171365           -0.087797
13264  13264        0.013538            0.101347
13265  13265       -0.181442           -0.274772
13266  13266       -0.054759            0.106429
13267  13267        0.044583           -0.119349
13268  13268        0.036489            0.141956
13269  13269       -0.236063           -0.018275
13270  13270       -0.146599           -0.199540
13271  13271       -0.249855           -0.492568
13272  13272       -0.177798           -0.094698
13273  13273       -0.021781           -0.058742
13274  13274       -0.243815           -0.247470
13275  13275       -0.091393            0.107890
13276  13276       -0.449504           -0.234826
13277  13277       -0.305192            0.096958
13278  13278       -0.399038           -0.064236
13279  13279       -0.315369           -0.161767
13280  13280       -0.111030            0.052228
13281  13281        0.027917           -0.311388
13282  13282       -0.190333           -0.183153
13283  13283        0.145301           -0.241928
13284  13284       -0.140849           -0.119853
13285  13285       -0.063909           -0.194323
13286  13286       -0.179205            0.293745
13287  13287        0.026260           -0.238862
13288  13288       -0.081327           -0.260520
13289  13289       -0.006492            0.031517
13290  13290        0.152934           -0.024932
13291  13291        0.020675           -0.204923
13292  13292       -0.279350           -0.209703
13293  13293       -0.145436           -0.109784
13294  13294       -0.210452           -0.022210
13295  13295       -0.035510           -0.313599
13296  13296       -0.301887           -0.004280
13297  13297       -0.011265           -0.212691
13298  13298       -0.168664           -0.171439
13299  13299        0.100116           -0.286620
13300  13300       -0.099761           -0.043250
13301  13301        0.012142            0.019182
13302  13302        0.168339           -0.244453
13303  13303       -0.028990           -0.250237
13304  13304       -0.139423           -0.266995
13305  13305        0.011625            0.087794
13306  13306        0.214355            0.162013
